Negative Sentiment,Ratings
" Worst adaptation ever

I am currently studying the book for my literature program, so I thought I would watch the movie just to visualize things and unfortunately I wish I had not done that because now I cannot unsee it Olanna is described as a bit curvy, Kainene has a cold personality but opposite is the case in the film. Ugwu appears for a few seconds, as if he is some extra character, the Kano massacre was so vague ,the tragedies that took place were just summarized, instead the director made it all about Olanna and Kainene and their man problems. The movie lacks the depth that the novel holds and has ruined the novel's prestige,to be honest . We don't even get to see Ugwu's transition from a naive rural boy to an almost well groomed young man, now literate and able to write a novel.My advice, go buy the book and read it instead because the visuals you will have when reading are much better than this movie.",3
poor,3
I'm Forced to Comment!!!,3
"Swallow addresses deep societal issues on a surface level

Swallow is a period piece that takes place in the 1980s and the movie ensures you know this. It addresses a lot of issues like misogyny, the Nigerian patriarchy, gangs and of course drugs. However, there were a plethora of issues with this film. For example, scenes dragged on for too long with zero impact that completely takes you out of the experience. Set pieces were non-existent, making the film seem like an exaggerated stage play. The acting was decent unfortunately the story didn't give much to work with. The biggest problem for swallow is that it tries to address all these societal issues without taking any of it to heart, which ultimately leads to a boring finale that does not stick with you much after the movie's ending. Not Kunle Afolayan's best. 3/10.",3
"Terrible Plot and Terrible acting

The 3 star is for the cinematography which was spectacular and also the use of different languages. The plot was terrible and the acting was meh. I don't understand the hype. Jimmy Jean Louis wig was also terrible. I had to endure throughout the movie because I wanted to see if it would get any better but it got worse. Also, the lead actress was as bland as white rice she didn't really have a personality. Please if you haven't seen this movie don't waste your time.",3
"Unnecessarily long
For me, This movie has a good story but it was unnecessarily long, had unnecessary scenes and it was slow. Plot holes and weak acting that appears so exaggerated. Boring, not gripping, baffling Unrealistic characters as well for a Nigerian setting. I had to keep checking if I've watched up to 45minutes. The plot holes were terrible nothing made me want to watch more",3
"Not worth your time

While the message of the movie is obviously important, it doesn't save the movie.

The plot is very predictable to the last minute and even that is better than the extremely bad acting.

Lines are forcibly and unnaturally delivered, while simultaneously being a very weird mix of wannabe hip lingo and unfitting obscure words and sayings. The only decent performance is by Jimmy Jean-Louis and even that is only decent at best.

The only reason this isn't rated lower is because the cinematography is actually rather gorgeous. Scenes, lighting and coloring is very a esthetically pleasing and on a technical level the movie is on par with some of the better movies.

In short, I have been far more entertained by garbage movies, Citation is just an unimaginative ensemble of scenes stitched together to something that can barely be called a movie.",3
"Director Biyi Bandele adapted the book, which was superb and gut-wrenching, but the film turns turgid and shies away from showing the true horrors of the war and is the poorer for it.",3
"This movie is so poorly made, so uninteresting, so far fetched that I can't really say it's worth the time.",3
Way too slow. What a waste of time.,3
"It doesn't go wholly wrong all at once, but damned if the filmmakers don't lose the thread and stumble and lurch and pad this thing until their Nollywood film is Bollywood length, without the wit, warmth or content to justify it",3
"Bitterly disappointing
This picture had the premise for a great story and started out okay before descending into the same rehashed 'Nollywood' stereotypes - lacking depth of character or some sort of logic to the plot. The story floats around aimlessly without any character really convincing you of their journey as they simply appear and dissipate from the film. The only redeeming quality of this film is the Genevive Nnaji's performance which was barely competent but not earth shattering. 

I really wanted 'The Mirror Boy' to be impressive and hoped the IMDb rating, which is usually a good yardstick, was warranted unfortunately this has turned out to be one of the rare exceptions when it is wide off the mark.",3
"Sad story poorly told.

The fact that it did invoke some emotion at times meant it's worth more than a 1 or 2. Not much more though which is a shame. With (a lot) more character depth this sad story could have been a gripping drama.",3
"
As anyone who sits through this misguided film will subject themselves to a litany of disgusting racist and sadistic incidents.",3
"Wow

What a world class acting, absolutely just wow, there are no words to explain, I literally cringed. Talk about the acting though, the story script, it's something out of this world. The ambience of the movie seems fine.",3
"Despite its laudable intentions and important social message, Black November is far too ineffective to have the desired impact.",3
"There's little going on in the final product other than good intentions, as Jeta Amata always seems overreaching for the right buttons to push.",3
"Low quality for Such a High Budget

I heard they spent millions of $$$ to do this movie and I am wondering fo rwhat. From the story line to the characters,this movie didn't just have that drive. You could even sense that some parts claimed to be Nigeria weren't Nigeria. Also, I am wondering what the movie was trying to depict? Nigeria's authoritarian rule ended more than 20 years ago. The Niger Delta is redeveloping so what reallyis this movie trying to pass? So much budget. Low Quality",3
"WTF

BORING! I was so exhausted watching this movie. This movie has been before",3
unsettling,3
"Reductive movie with a subpar plot
The movie was quite painful to watch and seemed to have been created mainly to shake the viewers with shock factors. The script is hollow and the acting over-the-top. The story loosely makes sense and attempts to tug at your heart strings. Oh! look how these girls are abused by pimps and politicians. They want to escape, but even then there is a price to pay. But the execution is so sloppy, you wish the movie was no longer than a trailer. The ending is downright comical and not worth waiting until.",3
"Charming but incompetent

If this movie is meant to be truly reflective of policing in Nigeria - then that is a worry as all police officers in the film were, whilst loveable, extremely incompetent.

Much of the movies focus is on ceremonial pomp with very little credible detective work or focus. The plot twists were also as mundane and predictable and were only bested by the poor quality of dialogue.

If you are going to have an english movie - make sure all of the characters can speak english please. Otherwise keep it in its original dialect and simply have subtitles.

My favourite character was also the most incompetent - Sergeant Afonja. A very likeable buffoon - I am never sure if that is what the director is going for or if its by complete accident.

In any case - i doubt he could solve a robbery even if the burglar handed themselves in.

Watch it but only for the beautiful countryside and nice people starring in it.",3
Superstar' MOVIE glitterd like crazy but has no carat,3
Not a great movie,3
What happened to attention to detail,3
"Booorrring

Two hours and twenty minutes? If they had cut out all of the overly long staring and useless wandering, the movie would have been an hour, tops. I guess this is a revenge film? I could only make it through an hour before fast forwarding to the end.

There was zero emotion in this movie. People reacted so unnaturally. For instance, a girl spilled a drink and a man stood up and yelled, ""Are you blind?"" Then everyone stood around for a few awkward seconds. I don't know, maybe they were trying to remember their lines.

Nneka was so slow I actually checked to see if my wi-fi was working. This isn't a slow burn, it's a clogged toilet.",3
A baseless movie,3
"Loose story line & dry comedy

Not well researched storyline. It is absolutely disappointing that a movie based on legal cases was not well researched. How can a Senior Advocate of Nigeria not know that charges are not filed by the victim or the victim's relative in a criminal case? Culpable homicide, rape etc are offences against the state and not against the victims! The entire series could have been made better without the dry humor of overacting Stella(Anee Icha). Her acting, along with that of the document controller is below standard and I am surprised the director of the series did not see this! Overall, the series is unwatchable, below standard, loose storyline, dry over-theatrical comedy. I would not recommend this series.",3
" What a Mess

This film was thrown together in 14 days and looks it. Scrambled narration, little character development, and completely different from the actual plane crashes the film claims to represent, not least of which are only a handful to no survivors in the actual tragedies. Have no idea why this film was even made.",3
"I had hope for this in the begining, but it quickly faded away.",3
"Suitable for 14 year olds

Performed like a very clean Disney story. Limp and vacuous.",3
"Bad acting...

Towards the end of the Nigerian movie ""Strain"", there was an information which says that 25% of Nigerians have Sickle Cell Gene, and 150,000 babies are born every year with a Sickle Cell and 70% of them do not live till the age of 5! I am not sure why is the number so high when most of the European countries are dealing with a percentage of 0.00008! Anyway, this disease and its effects were used for a screenplay and a story which was supposed to be some kind of a family drama... but it looked more of a soap opera episode with bad dialogues, awful acting and simply boring cinematography.

Warning: waste of time!",3
"Painfully slow and pedestrian horror soap opera whose only novelty is ""It's from Nigeria!""",3
"The movie wasn't great, a bit of overreaching of the actors (maybe over-directed?) but the context was great. The Nigerian dance and music and the issues of our protagonists round out the whole movie",3
"This movie is so cheesy. Yes there are predators out there and it's good to make movies to spread awareness but this was slow and the entire movie you really don't know if the main girl was making it all up or the professor was, so it was hard to have an opinion on who the victim is. Which just made it awkward imo.",3
"Poor

I hate to write a bad review about what is apparently a genuine and authentic attempt to make a film. Some films are just so patently awful that skewering them is almost cathartic. This is not the case here. Rag Tag is about two friends, Rag and Tag, who come from different backgrounds, are separated as children and reunited as adults.

While it has a potentially interesting story and there are a few laughs and even a few sweet moments, these few and far between assets are lost amidst poor directing, filming, editing, acting and (at least in the showing I saw) bad sound. I went to this film on this site's high rating (an amazing 7.7, as of this writing), but it definitely wasn't worth my $10. Save your money and give it a pass.",3
"Keep your brains at home and watch it for fun

A credible ending could have also changed my rating to a higher one. This one is for the 1980's.",3
"Good history, poor quality. The lead actors are fine but the role actors are unbearable. In the end a girl is shot and killed but you can see her feet moving as people look down to her supposed dead body",3
Starts okay but so disjointed and lousy script the film was a waste of effort,3
"A rom-com where...the kitchen, hotel and country we see here don't feel cooked in, lived in or loved in.",3
"This is like a high school class project. The story is stereotypical and predictable, and the jokes aren’t funny.",3
"It doesn't go wholly wrong all at once, but damned if the filmmakers don't lose the thread and stumble and lurch and pad this thing until their Nollywood film is Bollywood length, without the wit, warmth or content to justify it.",3
You might not hate yourself for seeing 'SuperStar' but you will leave feeling numb & comatose.,3
"Absolutely Not Recommended. ""Aki & Pawpaw""s posthumous attempt at cinematic glory is a woeful failure - 130 minutes of discordant noisemaking & antiquated tomfoolery.
",3
"And underlining all that is a thick sludge of brazenly obvious & forceful comedy. With no golden moments or meme worthy deliveries to speak of, they should have let sleeping memories lie, instead of dragging our Giants through the mud.
",3
"Evidencing a lack of growth in the Yoruba film sub-sector, 'Ajibade' shamelessly highlights every Yoruba film trope, handicap & letdown:
",3
"Not Recommended. Intriguing story unfortunately told by insufficient talent - Not nearly enough to bring it to life & make it shine. Ranging from good to shabby, acting performances are hardly any better. And they come with heavy doses of over-acting in tow. Plus, microphones make several appearances from above & under the picture. And this in 2021? Ridiculous. Damn too shabby for cinema.

For verification purposes see:

1. Towards the end of the scene where Feyikemi is waylaid by area boys at night, you can spy the microphone peep from below.

2. Scene where Feyikemi turns hostile towards Sophia & their 4th friend in her room, microphone peeps from above.",3
Absolutely Not Recommended. 'Detour' is completely asinine - It is what happens when empty-heads pen scripts. See this only if you enjoy laughing at sheer stupidity & continuity mishaps in movies. 'Detour' is filled to the brim & overflowing with both.,3
"Utter rubbish! These are not serious people. Please, don't reward them with your Naira.",3
"Not Recommended. 'Hide and Seek' is a crime mystery akin to the likes of 'The Set Up' and 'Sanitation Day'. Unfortunately, while like those ones, it gets marks for having the boldness to try telling a different kind of story in Nollywood, unlike those ones it doesn't succeed in providing nearly the same level of satisfaction necessary to make these type of movie worth sitting through.",3
"Just like its title suggests, 'The Garbage School' proves to be a profound case of Garbage-In = Garbage-Out. It is one of those movies where untalented film makers rely on their ""good message"" to save their movie from ridicule in cinema.",3
"Bland and dreary, 'Efunsetan Aniwura' is an exposé in gratuitously lazy and painfully appalling story-telling. This movie is basic to the extent that Great Hubert Ogunde could have made this exact same movie or even way better as far back as 1950. It is very obvious the producers of this movie are relying exclusively on the notoriety and the legend of the real Efunsetan Aniwura (1867-1874) to succeed in cinema, but don't trust the trailer, this movie is colourless and dull.",3
"their comedic antics have become too stale, too repetitive and too predictable to be worth recommending this sham of a movie.",3
"Ruined by technical malfeasance, 'The Perfect Picture' proves to be miles away from being perfect. So irresponsible is the production of this movie that; the audio and the video are literally fighting a full blown war with each other, consequently making the movie totally unwatchable. In fact, seeing it was akin to listening to radio. And that is so sad because;

Outside the confusion, judging from the little we could make of the story from the audio, 'The Perfect Picture' might actually have turned out good. Unfortunately we will never know that because the finished product turned out to be so bad that: In one scene we can see three people are talking, but all we can hear whilst seeing them talk is the cry of the lady coming from the next scene. However, by the time we do see her crying, we can't hear her cry any longer. Instead, we hear the dialogue of the coming scene.

Afterwards, we made sure to find out if the problem was an issue with the cinema or with the movie itself - 'The Perfect Picture' took the top spot, signalling a terrible example of quality control failure. Shame!",3
" A terrible way to start the year; 'Akpe' is a mess. The acting is beyond terrible. The story telling, beyond appalling. And production values are totally non-existent. There's just no professionalism here whatsoever. We can't even be sure 'Akpe' was shot following a script - Everybody was on freestyle mode because they obviously don't see film-making as a serious Art or an actual Profession. This band of jolly fellows think film-making is a joke suitable for anyone and everyone with a camcorder. And consequently; 'Akpe' is gross unfairness meted out to Nollywood entire. Head Shaking Sad.",3
"Don't know what kind of shop they're running over there at ""Ebony Life"", but 'Your Excellency' is an embarrassment to their reputation of eminence in production values: So it was that, in at least one scene (where D.A.C Party top echelon first discussed how to shove aside Chief Olalekan Ajadi by embarrassing him) the overhead microphone can be seen for a few seconds. Failure like this is untenable in cinema. Inexcusable. And shameful.",3
"Try as hard as they may; 'Your Excellency' proved extensively impotent, failing to deliver on its campaign promises. Consequently, as we trooped out of the hall, in an approximately twenty strong audience, there was not a smile we could find. The air thick with disappointment, long sullen faces ruled the day.",3
" 'Survival of Jelili' is a pageantry of the absurd and a flagrant eyesore. Hallmarked by a ridiculous caricature of a story, incredibly horrendous acting and desperately amateurish production values, this ""movie"" if we can call it that, is Ten Thousand thousand steps backwards, even for Yoruba Nollywood. A true and through embarrassment to Nollywood in cinema, 'Survival of Jelili' is a puke machine. Complete rubbish!",3
" Now, causing cinema patrons to sleep off their premiums isn't necessarily a crime in all cases. The Big issue here is that 'The Ghost And The House of Truth' runs for only, ONLY one hour, approximately. One hour and people are sleeping. That is terrible. So, to be on the safe side, if you are going to see this, take a pillow.",3
"The Enemy I know' is a substandard mess. Amidst choppy production, very razz CGI and a slew of extremely unconvincing acting performances, 'The Enemy I know' re-tells a very old story-line that has been rinsed and re-rinsed so many times in Nollywood, you can predict every twist, every turn and its ending from miles away.",3
"Unfortunately lack of attention to detail didn't stop with the aforementioned examples. Consequently, there's an unmeasurable deluge of nonsensical characteristics dogging this 'Good' movie.",3
"It involves an odious acting and terrible story-telling. The latter being hardly surprising considering that the story it tells is by itself flagrantly stupid. Like it's producers, 'The Good' is a joke. Dodge it!",3
"
 'House of Talents' is a House of Horrors. Terrible acting. A ridiculous storyline. And embarrassing musical performances ensure this movie is atrociously vexing. Head shattering terrors await those who enter this house. Such a shameful expedition to cinema for a movie that never should have been made. Crap!",3
"Shuki' is one of those movies bent on bringing Nollywood into disrepute. An utterly ridiculous and brazenly foolish contraption, how 'Shuki' managed to escape from Iweka road, make its way past the hallowed halls of cinema and end up on the Silver Screen is a matter worth thorough investigation. This shameful excuse for a comedy will leave you with a running stomach. Run from it. Ridiculous!",3
"Gbarada' is a typical Idumota ""Yoruba film"" with all the craziness that come with that sub-section of Nollywood. Ordinarily, one would wonder why it is showing in cinema?",3
" A puke inducing mess, 'The Ten Virgins' is 109 minutes of indescribable torture. Probably one of the most irritating movies we have ever seen in cinema; we strongly advise you avoid this disgusting killjoy. So opulent is it in revulsion that, it has been quite the challenge for us to describe just how horrendous an experience seeing it was for us. 'The Ten Virgins' is bad in every way bad can be bad. Yuck!",3
"Don't know what 'The Executioner' was meant to be in the mind of its producers, but. This, this is not a movie. It is not even home video. African Magic wouldn't air it. IrokoTv would never touch it. So, it is extremely baffling how this malignant puke found its way onto silver screens across Nigeria. Terrible.

And it's so sad, because if you read the synopsis alone, you will instantly become excited. How they managed to fumble it is beyond reason. Points to a complete drought of talent which inevitably results in horrible acting and horrible story-telling in tow. There wasn't a single person that wasn't insulting this as we trooped out. Even cinema staffers who didn't pay, were hissing. Horrible.",3
"Zena' isn't a terrible movie. A lot of effort went into making it good. One can easily see great effort in the costuming and propping- While they aren't particularly spectacular, their above-average quality advertises the amount of time, energy and money expended seeking excellence for 'Zena'. The acting was also quite good. The Problem with 'Zena' is that it is boring as hell. The story it tells is too basic to be remembered. Ultimately, 'Zena' proved too unappealing to stir any excitement in its audience. Put you to sleep, it will.",3
"As ridiculous and as unimaginative as its title is, very little separates 'Makate Must Sell' from Papa Ajasco's 'Knock Out'. This home video is essentially an amateurish concoction of very shallow Instagram skits; jumbled and gummed together by a stupendously banal copy-catty story we are sure you've probably seen many times before. Ultimately, 'Makate Must Sell' offers no real value as it is just too obvious and too forceful to be truly funny.",3
" Papa Ajasco comes to cinema in this exceptionally ridiculous and ostentatiously foolish comedy. Amidst a plethora of half-arsed acting performances, terrible production and shoddy editing issues, the only good thing about Papa Ajasco's 'Knockout' is that it was designed intentionally to be ridiculous. And no matter how ridiculous it gets, it is never ashamed to be even more ridiculous.",3
"Ultimately, murdered by severe cases of over-acting and wanton fake-ness, 'Hire a Woman' is a sterile movie that lacks any real magic. Its highlight are beautiful women and handsome men, unfortunately this lot can't act to save their own lives. If there were any; the only near praise-worthy performances, were by Erica Ngozi Nlewedim and Alexx Ekubo. All other characters were decapitated by hideously shallow performances.",3
" 'The Final List' is a concoction of relentless hogwash. It will drive you to the very edge of insanity, with its amateurish story-telling, terrible acting and production values straight out of the late 1980s. Such a horrible offering, 'The Final List' is reminiscent of series made for NTA Channel 7 of blessed memory. If you desire to keep your sanity, stay far away from this pile of smoking rubbish, lest it be your final movie.",3
"A sore disappointment, 'Levi' is drama without purpose. Great production. Good acting. No magic. And boring as hell. We wanted so much from this. Maybe we expected too much. Whichever it is, sadly we found 'Levi' to be far from money well spent. Left the cinema weighted down with dejection. There's no life in 'Levi'. It is excruciating to sit through. Sob!",3
"Knock Out Blessing' is yet another example of a movie made for the consumption of upcoming filmmakers rather than the general public. Like other misguided projects like it, 'Knock Out Blessing' was made primarily for the purpose of massaging its producers' ego rather than pleasing its Nigerian audience. More and more, we are seeing ineffectual movies like these coming to cinemas in Nigeria rather than being packaged as tutorial materials for film making school.",3
"Repetitive and dull, 'Kasala' is the ultimate waste of money, energy and time. Having no other purpose, than to massage the ego of its producers as filmmakers, 'Kasala' is a completely useless movie. A pain inducing potpourri of dire dullness and meaningless rubbish. We guarantee, without an iota of doubt; if you pay a premium to see this movie, you will regret it. And very dearly so. In fact, you will regret it, even if you see it for free. Only your enemies deserve tickets to see this. Don't pay for pain. Run!
",3
"Great story....AWFUL acting

The story was really great. I really enjoyed it. The acting on the other hand was so bad, it was laughable. I also thought the camera was extremely unsteady, which just equates for poor editing. If they ever remake this film, which I do hope someone does do in the future, please choose your cast and crew more carefully next time. It is a pity to let such a beautiful story go to waste with such awful taker showcasing it.",3
"Good story spoiled by amateurs

This is a good story, but it's not a horror. Think of it as a horror comedy and it's possible you may enjoy it. If you can see beyond the awful acting. It's the sort of film a bunch of teenage girls could safely enjoy. No real scares, no gore, but I did enjoy the story.",3
"Started out decent then crashed and burned

Warning: Spoilers
The storyline though seen over and over, started out ok, then just took too long to keep it going, this movie didn't have to be this long, and after all the buildup, it ended with a dude, the mother of the daughter who was tormented simply took back control of the house thus all the haunting ended, huh?",3
"i did not realise how many plane crashes there were in nigeria, and this film came out five days after another major one between the same locations of this film, first time watching a nigerian film, is it common for them to just throw in a murder subplot and never follow up",3
"""They deported me from the USA""

Some things are universal, wherever you go you will find a film student producing a self-righteous movie about how difficult it is to produce movies, and Green White Green is the most typical example of this archetype.

The film features all of the hallmarks of a poorly produced student film: royalty-free music, unprofessional and generally very bad actors, some inspired visuals but generally poorly composed cinematography, dreadful editing, and a clear lack of confidence in their own creative vision that the film's narrative must be meta and ironic in some sense. If I wanted to see this calibre of filmmaking I would have attended the screening of films from production students at my own university, which I did not. The only distinction between this and the films that my peers produce is the slight novelty of this being a Nigerian production however that largely feels like a wasted opportunity. Themes of class and wealth are certainly discussed but are massively overlooked. For all the empty platitudes the film preaches about wealth inequality there are clear instances wherein the film exhibits its own prejudices towards impoverished people, be it the unfavourable light the rival group of lads are shown in because of their background, blatant xenophobia towards people of the impoverished nations (particularly other African nations and the middle east) and generally holding the West (particularly Northern Europe and the United States) to high regard. This is unsurprising from a director who was taught filmmaking at NYU (New York University). In interviews director Abba Makama speaks at length about how the film represents the different ethnic groups of Nigeria and puts homegrown, indigenous African artistry on a pedestal, when the film itself has such an overt occidental vision and hardly ever properly explores themes of race and poverty. As virtuous and important as he believes his film to be, Green White Green is just a dime a dozen not only in terms of its typical film student approach but also it being lost in a sea of Nollywood movies, a vast number of which more adequately explore themes of race and Nigerian nationality. Remove those themes and this is just as generic a movie that anyone with a couple years of formal education could produce.

And it comes with the territory of a student film that there might be some inspired elements. A clear admiration for the canon of film that came before it, some ambitious cinematography, a fairly decent script, again these things are not uncommon of a student film but aid in making Green White Green at least engaging to a certain extent.",3
Would’ve loved this if it starred Princess Vitarah.,3
Had to watch it for academic purposes.,3
29 out of 100,3
"Citation is a hefty film, which may even prove too much for certain people, it handles a lot of serious issues which ultimately deserve a better effort behind the camera involving a more sensitive approach. 

The first notable flaw is the film’s length, it’s 2 and a half hours which proved tedious clarified by a number of scenes which added nothing to the narrative. The film has a lot of tonal issues, as previously mentioned the sheer heft of the film’s themes were not dealt with well or consistently, the expositional scenes feel like they were written for a TV soap and in contrast some of the flashbacks were clearly confounding in tone. The film is all over the place when it comes to narrative, they obviously couldn’t  figure out what way to tell the story and they visibly struggled to decide what to include in the film, a lot of non-relevant material is brought up. 

The performances are mostly fine, but the editing made it hard to follow any character for long enough to feel anything towards them other than fore-frontal empathy or hatred. The filmmaking is a definitive letdown, the sound mixing and editing stand out as particularly poor, it often sounds like they allowed children inside of the editing room and the dialogue scenes are often hard to hear due to bad mixing. The score is really bad, there’s a scene which is incredibly hard to watch but the score sounds like something used in a fight sequence, and it lessened the heftiness of the scene. 

It’s a film with so many obvious flaws that it’s hard to find positives, there isn’t many within the craft, but I have an admiration for what they were trying to do, unfortunately the people working on the production didn’t have the proficiency or competence to handle the deep thematic elements of the film and some of the filmmaking is quite simply terrible.

9",3
"Can't say this movie makes sense
Sure, the production value isn't good and you can tell in the first 15 minutes, but the story and writing just don't make sense
This movie isn't about a heist or what these guys actually do, it's like if someone made a movie just to be able to look at attractive girls and drive nice cars
There's a fine movie here somewhere, but the writer who I guess is also one if the main characters and is a popular Nigerian comedian needed to do better...but there were some funny scenes I guess

Watching this after the second one didn't explain anything except two really strange starts to relationships...all the second one did was introduce new characters in a way that made it seem I should watch the first one to have an idea of who they were.
This movie was just weird but I wil rewatch it soon to see if I will like it more...like the ending, so did he shoot his sister? Was it all a set up? I have no idea",3
The ending was the only enjoyable part of this for me. Good for her.,3
"“This bed is soft like fresh bread”

📝: A Nigerian musician and his fiancé go to Atlanta and then Jamaica with a couple - one of whom happens to be a criminal called ‘big man’.

😭: Why are they dressed in Bob Marley t-shirts before they land in Jamaica? When does the hair style on the supporting actress change multiple times back and forth? Why does the lead character speak in Yoruba to every Jamaican he meets? 

🥴: The screenplay is ridiculous - why are Jamaicans on the phone to random Nigerians at the behest of a stranger? What is the point of  that scene? 

🤣: The spliff segment was clearly written by someone who has never had, and knows no one who has ever had, a joint. It is a childish cartoon depiction of weed. 

🤔: This film is ridiculously over the top. The lines are delivered with melodrama and sledgehammer humour. That said because the movie falls apart on so many levels, (with even the sound editing compromised), it becomes morbidly fascinating.

“Welcome to Jamaica big man.” *Evil laugh*
",3
The only thing that saved this was that I was really rooting for Ope and Deji. The acting was SO bad and the  writing was even worse. There were some elements thrown in there that added absolutely nothing to the story- like Chica’s obsession with Deji and that one celebrity girl who sang at the hotel. The last scene where Deji and Ope kiss and the stangers going for a walk stop to clap for them was SOOO cringe.,3
"I caught the Nollywood bug while watching Rattlesnake: The Ahanna Story, and decided to follow it up with another trending movie from the industry to recently hit Netflix. That's how we're here discussing 'Kambili: The Whole 30 Yards'

Rom-coms are sweet, sha, I almost never hold them to very high standards, because they're just for the laughs. And even though I never laughed at any scene in this movie, I kept watching with a long face, hoping to get excited at something. Well, that didnt happen either. This movie just came and went, with nothing happening to me... until the last few minutes. Everything that happened from when it was time for SPOILER and SPOILER to come together left me itching with mild irritatation at how not in tune I was with the entire movie, especially its endgame.

Oh, well, on to the next one.",3
"I knew nothing about Netflix's first acquisition of 2019 Lionheart when I started it but it turned out to be about a Nigerian bus company and it's financial troubles. The performances are pretty good for the most part and it looks decent. Nigeria is kind of a beautiful country and I don't think I've seen many films out of there if any.

The score to this was absolutely dreadful. During some of the more serious moments it has these upbeat steel drums or something and it completely took me out of it. This same track plays over like 70% of the film. The story didn't really do much for me and became extremely predictable and repetitive by the end. Not one I will remember later on in the year that's for sure.",3
"just so wanted this to work and the fact that this is a personal story is so moving and touching. But honestly there are very few choices visually, sonically, or performance wise that work at all. It’s odd that an autobiographical passion project feels so limp, hackneyed, and labored. Adewale was so sweetly endearing in the Q&A that you wished (and still wish) the best for him.

Ugh. This isn’t the type of thing I want to hate.
",3
"I hate how this movie is titled. It already implies a film full of sexist stereotypes of women, which it also turns out to be. However looking at it from another perspective it's interessting that the role men play in this movie is rather passive and their characters don't develop (neither do the female roles really). The acting, editing and camera is terrible and I hate that I wanna see the second part of this awful movie so desperatly😅.",3
" 'Clustered Colours' is like cheap doughnut with plenty of nothing around a very tiny something. Unfortunately that ""tiny something"" is too tiny to be worth paying a premium to see. Maybe even too tiny to be regarded as a movie. At its heart, 'Clustered Colours' is essentially a very-short ""play"" speaking on challenges of marriage, importance of forgiveness and paramountcy of Love. Now, that is all good. The problem rises because that entire ""play"" is only twenty minutes long, yet 'Clustered Colours' runs a total of ninety minutes. What happened to the ""extra"" seventy minutes? Well",3
" As ridiculous and as unimaginative as its title is, very little separates 'Makate Must Sell' from Papa Ajasco's 'Knock Out'. This home video is essentially an amateurish concoction of very shallow Instagram skits; jumbled and gummed together by a stupendously banal copy-catty story we are sure you've probably seen many times before. Ultimately, 'Makate Must Sell' offers no real value as it is just too obvious and too forceful to be truly funny.",3
"This movie is ugly. ""Ugly"" must be the word. '1929' is an eyesore. Featuring some of the worst and shabbiest costumes, props and appurtenances to ever come out of Nollywood, '1929' is utterly and extremely displeasing to look at. Goodness gracious! 'Igodo: The Land of the Living Dead' all the way back from 1999 featured way, way better costumes and props. As a matter of fact, even the old school re-enactments of 'Tales by Moonlight' from 1984 were light years better.",3
"Ultimately, murdered by severe cases of over-acting and wanton fake-ness, 'Hire a Woman' is a sterile movie that lacks any real magic. Its highlight are beautiful women and handsome men, unfortunately this lot can't act to save their own lives. If there were any; the only near praise-worthy performances, were by Erica Ngozi Nlewedim and Alexx Ekubo. All other characters were decapitated by hideously shallow performances.",3
"Hallmarked by nonsense, 'The Culprit' is complete and utter rubbish! A putrid mess of illogical scenarios mired in blatant foolishness, ridiculous dialogue, amateurish story-telling and extremely horrible acting; 'The Culprit' will drag you to that rare emotional state beyond anger; where you find yourself having no other way to stay sane, than to just start laughing in self pity. Infuriating balderdash, seeing 'The Culprit' is a truly torturous experience. This one is not ""home video"". It is just video. Avoid it even if it is free.",3
"Not recommended. At approximately two hours long, the far majority of 'God Calling' is unexciting, bland and dreary. We are talking a solid one hour and maybe some twenty or thirty minutes of dryness, dullness and soullessness. Try as hard as it may, 'God Calling' failed to connect for an entire One Hour and Twenty Minutes! The hall was a graveyard with silence and dis-interest holding sway.",3
"Though falsely classified as ""Horror"", 'Bridal Shower' is in actual fact not a Horror-movie. It is a Stupid-movie- Completely and utterly stupid! Offering absolutely no cinematic scares, it will instead horrify you to the marrow with its avalanche of horrific acting performances which are some of the worst we've ever seen, even in Nollywood.",3
"Debilitated by a weak story-line and even weaker story-telling, 'Mai'Muna' is a pedestrian drama that is not worth your time. And most definitely not worth paying a premium to see.",3
"Such a shame. 'The Vendor' is a decadent money grab- A mountain of ridiculousness undeniably built on greed; singularly created to milk the popularity of Mr. Adekola's brand to the detriment of his hard-working fans. As far as substance goes, 'The Vendor' is meaningless and childish, fatuous and lazy, unbecoming and disgraceful: A shockingly unacceptable offering for Nollywood to bring to cinema in 2018. Because comedies should ""make sense"", but. This one doesn't. The sheer amount of laziness and lack of thoughtfulness it parades is extremely appalling",3
"Such a shame really; 'The Island' is a waste of amazing talent, quality movie-props and a substantial production budget. Closely resembling a video game story-line, it's as if it was made by a film-maker with temporary access to some real-life guns, who thought- ""Hey! Let's quickly make an action movie before they come and collect their thing"".",3
Preposterous! Horrendous! Disgraceful! A glowing shame.,3
"The Ghost and the Tout' is unrepentantly immoderate in everything- from its hype to its use of talent, it is utterly flamboyant and showy. Toyin Abraham (Aimakhu) put in a lot of hard work into this and we congratulate her for her effort. 'The Ghost and the Tout' was a definite improvement from 'Alakada Reloaded', but still falls far short of excellence. Fortunately for this ghost, it managed to genuinely arouse its audience astoundingly far better than its decrepit counterpart from Banana Island.",3
 the amount of felonies this 6 year old committed over the course of this film became too many to count,3
"My First Nollywood film was really funny, I watched it because of the meme, I mean the film was worse than the room, probably one of the dumbest, worst films I’ve ever seen in my life but it was funny.

0 stars (if that was possible)",3
