review,sentiment
Brilliant film .. a really good watch,positive
This is an incredibly tasteful movie. Great acting by the leading lady.,positive
Good to see a Nollywood movie that unites tribes and promote gender equality in an interesting way.,positive
"A feel-good movie with the right cultural mix. A lot to be learnt from a super woman who fights hard to keep her place in a male dominated world. Warm and awesome movie!

",positive
"great movie, sending love from Naija",positive
Beautiful story that portrays Nigerian culture. The story is so unique and unpredictable unlike an average Nigerian movie. A must watch,positive
"Genevieve Nnaji stamps her foot concretely in the pantheon of genuis directors. She doesn't disappoint in her debut, Lion Heart. It's a must watch, as it announces the birth of an international Nollywood.",positive
I thoroughly enjoyed the film. Beautifully shot and delightfully funny.,positive
Lovely movie... a mix of everything,positive
"This movie is a beautiful representation of a modern life for a family faces with running a failing company in Nigeria, the camera play, acting and just overall environment of the movie exceeded its expectations. I have watched a million movies but Ive made one review, and this would be it. LOVED IT",positive
Lot of lessons within a simple simple movie. The story was very good and comforting.,positive
A rare story about the values of family from a very distinctive perspective. Eloquently interpreted with perfect casting,positive
Film showcases a dynamic look at Nigeria from the lenses of a progressive female protagonist navigating her way through a male dominated business culture. It keeps a light and fun energy at the same time and a compelling family oriented story line. The characters particularly the Uncle are funny and engaging. The characters feel well fleshed out and the quality of production is solid. I would recommend streaming ï¿ 1/2 1/2 1/2~this Netflix original!,positive
"It was completely refreshing to watch from start to finish. An intresting deviation from the typical Nollywood movie. Veteran actors Pete Edochie and Nkem Owoh effortlessly show us why they are the best in Nollywood. Genevieve definitely sets a standard for local Nollywood movies with Lions Heart and as for her Directorial debut, someone give her an award!",positive
great cinematography. good editing. could do with a better story. writing was good also. overall good movie. great work by genevieve nnaji,positive
"A devastating. true story, deeply moving yet not sentimental. Outstanding performances namely by Damson Idris. Not an easy ride but more real than most out there. Must see.",positive
amazing film must see,positive
"Outstanding- sad, painful and jubilant",positive
"I saw this film in the FIFF (festival de films internationnal de Fribourg, in Swiss). This story is beautiful, and Adewale Akinnuoye Agbaje is incredible. If you can see the movie, you must go, you wont be sad !",positive
This movie was excellent. Nollywood stand up!!,positive
"Great movie, I really enjoyed how it criticised the wealthy and powerful's shortcomings instead of glorifying their existence.",positive
This is a must see movie. I was very impressed!!!,positive
"How does a movie with this subject matter wind up being this slow and boring? Where is the urgency? Where is the suspense and tension? The editing and the pacing drove me nuts and there's just no way this thing needed to be nearly two and half hours long. And that's really a shame because it highlights a really big and important problem, I just wish it did so without putting the audience to sleep.
",positive
This is my favourite Nigerian film. Really enthralling debut feature.,positive
"Really Good Movie
This is probably the best Nigerian movie I've ever seen. Definitely a class above your usual light Nollywood stuff. Characters and plot were well developed and realistic. Noah and Dominic were really great in their acting.

And the movie props! I am sooo impressed! The ancient vehicles (404), appropriate hairstyles and attire and house decor. The producers and directors did their homework. It took me down memory lane. The movie was intense throughout, I couldn't even pause until the movie ended! Bravo!

At last a Nigerian movie that keeps viewers at the edge of their seats and was not predictable. Well done to those behind the effort",positive
"MY FAVORITE ROMCOM, YOU BITCHES COULD NEVER!!! and i was rooting for the white man... what about it? i can hate em and love em at the same time, the duality of man. thank you",positive
This was my first Nigerian film and certainly won't be my last. Wow the outfits were amazing and sets everything was so colorful I loved it. I love how feminist this was. Isoken stood up for what she believed in and learned to not take shit from anyone her character development was so nice to see. Kevin and Isoken had such amazing chemistry. This was such a vibrant and fun film I really enjoyed it.,positive
nollywood going up YEsSIR. this is a new bar set dude and i love that its written and directed by a woman,positive
"It is interesting that For Maria is a 2020 movie and is now available on Netflix in 2022. This is an overall excellent Nollywood production, and deserves to be seen by everyone. ",positive
"This return of the king is glorious.  
",positive
"The use of proverbs, innuendos, and play on words, provides so many memorable one liners and quotes that will remain on our tongues for a long time. We will quote the lines and recall the pleasure of watching this series. ",positive
" The costume designers understood the assignment and brought all to the table. The clothes given to Oba, Eniola Salami, for every single scene she appears in shows careful thought and a synergy between the cast and crew of this movie. It is the kind of synergy and excellence we have clamoured for in Nollywood. 
",positive
"The casting of KOB2 gives the most appropriate roles to the people who would leave all on the screen, and they give stellar performances, including those who had non-speaking roles and cameo appearances. The acting is on point, so much that even facial expressions spoke volumes. In particular, Eniola Salami, played by Sola Sobowale, used facial expressions in silence, saying nothing, yet speaking loudly, is an image of the quintessential Yoruba mother",positive
"The post script scene will have you laughing out of the cinema hall, and you will find yourself breaking out in a grin each time you recall flashes of the movie.",positive
"My Village People is a movie that will have you losing your home training while watching it. But it is a pathfinder of sorts. Nollywood generally has not done a good job of making the supernatural sexy and appealing. My Village People achieves it effortlessly, and deserves copious amount of praise.",positive
"This movie, My Village People, gives us a very interesting plot twist that has us laughing and giving an applause, and the conflict resolution is well done, in terms of the script and the acting.",positive
"My Village People delivered fantastic special effects, and they are not over the top. One of my favourite special effects is the rain. The technical crew deserves special recognition for their skills in this movie",positive
"Technically, the sound is very good, and camera angles and techniques are unusual and interesting. The fight scenes are well choreographed;  you see real action, and you feel a sense of satisfaction. The movie serves up a real action comedy, provides the right mix of laughter and action, as well as the right amount of danger. The few points of idiocy do not take away from the excellence of Mamba’s Diamond.",positive
"The comedy is of a wide spectrum; you laugh at the bumbling petty thieves, and you guffaw at how two men, standing over the body of the person they have just stabbed in the heart, calmly discuss being called to pastor! The same men get very upset when someone swears, and ask the person to say his last prayer while they bow their heads.

While one or two scenes could be better, they do not take away from the excellent script writing and dialogue. I do not understand why a law enforcement officer would be spilling the details of a case to a man she has rescued twice in the same day. I think it is unprofessional, but it needs to work into the script somehow. But mostly, actions are believable. ",positive
"From the pair of God-fearing cold-blooded killers who exchange sermons and dream of pastoring, two bumbling petty criminals, the always smiling female head of a crime empire, to a corrupt police officer on the payroll of the Mafia head, Mamba’s Diamond has it all. The movie starts with a suspenseful bang. It moves from South Africa to New York to Nigeria. This does not begin like your regular comedy. Within the first 15 minutes, 6 people have been killed in cold blood because of this diamond. The movie drags you to the edge of your seat and demands that you pay full attention. ",positive
"Breaded Life is a true Nigerian romantic comedy that will tug at your heartstrings, and you will want to see it again and again.  
",positive
"Every single character in the movie did an excellent job. This includes Biodun Stephen playing a cameo role. But Bimbo Ademoye and Timini Egbuson deserve the best accolades. Bimbo is such a versatile actor, it is a beautiful thing to watch. She embodies the character of the bread seller, who life keeps dealing a bad hand, yet she rolls with it and makes the best of it. Bimbo must have trained for months; you will believe she is an Egun woman. She also speaks the language, both of the street and of the character, beautifully.

Timini Egbuson has truly grown as an actor, and it is refreshing to see him able to follow the development of his character from a spoiled rich kid to a hard-working street hustler.  The chemistry they both display on the screen is a thing of beauty to see. 
",positive
"While every movie or work of art has its flaws, Breaded Life is almost perfect. A few of the scenes may have gone on a tad longer than necessary, but they do not detract from the overall enjoyment of the story. The locations are perfect for the movie, giving us such a rich viewing experience, moving us from the affluent neighbourhoods to the almost destitute areas where people have to work for daily wages. ",positive
"Breaded Life is the classic story of rich boy, poor girl romance, but with a plot twist that speaks of excellent and out-of-the-box thinking. It is the kind of feel-good story that leaves you grinning from ear to ear.  The rich boy finds himself at the mercy of the benevolence of the poor girl, who turns out to be his life-saver.

The story draws you in so much that you find a bit of yourself in all the characters. It weaves everyday character, everyday life, everyday comedy into a story of self discovery, paying penance for years of indulgent living, and concluding in a reveal that the director has been subtly hinting at, but which you are not able to touch till it is handed to you. You keep guessing, but when the reveal happens, it is so satisfying that you are happy for the suspense. ",positive
"If you are looking for a tight plot, excellent acting, unusual reveals, and situational comedy, with a touch of home-grown romance, this is the movie for you.  Breaded Life has the viewers laughing from the first scene and does not let up till the last scene, including the post script. This movie, which is a cocktail of laughter, emotions, with a strong vine of authentic romance holding it all together, is a sequel to an earlier one by the same director, Biodun Stephen. I am glad to see that it is a refreshing departure from how Nollywood does sequels. It was not a direct continuation of the previous story, but characters from there were seamlessly flowed into this. ",positive
"This movie feels like a mish mash of under-developed ideas with a half hearted romance thrown in. It is not sure if it wants to be a comedy or a satire. As slapstick comedy, it falls short of the expected full-on laughter and ridiculousness. As a satire, it does not have enough ingredients and irony to truly carry that flag. It is full of social media slangs, trending hashtags, and the worst of poverty cliches. ",positive
"The production quality of La Femme Anjola is very good. It is hard to believe it is not Rita Dominic singing directly, which speaks of very good directing and editing.",positive
"I enjoyed seeing very good parts of Lagos, both on the mainland and the island, used, unlike other movies that stay in one location. Lagos is a beautiful place to shoot a movie, especially if the diversity of the state is put to use, as seen here. Accident scenes are usually tricky for Nollywood to portray, but it was a pleasant surprise to see a very believable one here. ",positive
"La Femme Anjola is a well packaged Crime-thriller that deserves every award coming its way. I look forward to more beautiful storytelling like this. Movies of this overall outstanding quality may cost a bit more, but they are totally worth it. Nobody can tell our stories like us, and we need to tell them in ways that are unique to us. ",positive
"The quality of the script cannot be faulted. It shows a well researched storyline that flows naturally and has no stilted parts. You would keep wondering, thinking you had solved the crime, only for you to later realise the script is several steps ahead of you. The movie is two and half hours in length, but there is no dull moment.",positive
not recommended,negative
nollywood keeps disgracing us,negative
ABSOLUTE RUBBISH,negative
save yourself from this distateful movie,negative
I am livid,negative
"This film is well intended and tries to go in depth on the issue, but sadly the filmmaking is so incompetent that it takes any emotional impact away.",negative
"Absolute Garbage
Not even worth being filmed. Actors are weak, script was written by a 12 year old. Poor sound quality.",negative
"Depressingly Boring and Pointless

There was a time Nigerian movies did engage you. Now its getting worse. Its like someone just comes up with a different story and tries to force it on everyone by using top actors. At the end, the movie fails in every way. The director needs a reorientation.",negative
"Trash.

Pointless movie with mostly terrible acting and very shallow characters. It doesn't help either that it was basically full of tribalist jabs at Igbo from Yoruba people.",negative
"Awful

The most stupid and dumb storyline in Nigerian movies history. Please don't waste your time.",negative
There was nothing good about this movie,negative
A fine way to completely ruin your day,negative
Missed opportunity,negative
"MESSED UP MOVIE
No lesson learnt. Too many star actors. Highly disappointed in all of them. The big actors all of a sudden sound foolish in one movie. Those that are not comedians decided to try out with this movie. Unserious roles. Please we don't want part2. Its enough here",negative
"Poor acting with shallow characters

I really couldn't wait to watch this movie only to get disappointed! The whole thing felt forced and rushed. Porous acting with shallow characters. I was cringing throughout because it was simply not funny.",negative
"When is going to end?

To summarize the plot, it was leaking like a sieve.

The characters somehow became a lot more annoying and unrealistic, plus no tangible development. Was it funny? Maybe it could be if you don't spend the near 2hrs watching the movie wanting to punch the director/screenwriter.

Why do these caliber of films make it past the home video format and into the big screens (platform wise) in big 2022? The world is watching, and these people are doing Nollywood's reputation no good... look at Nigeria's music industry for a change!",negative
"A WASTE OF TIME

Wow... Chief daddy 2 is way worse than chief daddy 1, and I would rate chief daddy 1, a good 0.5/5.

This movie is bad... Very bad

Story line is incoherent, plot was non existent, actors were below par.

I am shocked that this came from Ebonylife studios. A star studded cast did nothing for the movie... Except make it obvious that the director Niyi Akinmolayan has no idea what he was doing.

I am also shocked that Mo Abudu is the writer.

This movie is worse than appalling

It was a waste if 1hr and 50 mins.

This is the first disaster of 2022.

If I would beg for one thing...

DO NOT SEE THIS MOVIE!

Rating: E better to fast than chop nonsense (-5/5) 😠😠😠😠",negative
"Chief Daddy 2: A Movie To Avoid
I dragged myself to see Chief Daddy 2 and I must confess that's the worst way to start a new year. The movie is a total waste of time and if you're yet to see it, PLEASE DON'T. The industry needs to tender an apology to the viewers.",negative
"Absolutely horrendous
Storyline is absolutely the worst, could not bring myself to watch till the end. Just packed many stars. How can I be 1hr into a comedy drama without laughing? Disappointed.",negative
Chief Daddy 2 Disastrously Fails to Deliver Quality,negative
"DONT
It's really awful. I feel embarrassed for all the actors/actresses. I watched it cos I was curious about the bad reviews. But wow. I'm not watching any Ebonylife movie going forward. Clearly, someone doesn't have their head screwed on in there.",negative
"What a waste of time

Mediocre at best. A mix of too many famous (famous not meaning good) actors and a script that has so many holes it might as well be a sieve. Need 2 hours worth of proof that Nollywood is mostly just transactional at the cost of actual art? Watch this.",negative
"First disaster recorded in 2022

A painstaking experience is the movie suggests that the entire cast and crew aim was to achieve the first disaster in 2022. A Netflix release date of 1st of January 2022 further suggests that was the sole intention. The acting was bad, the soundtrack were repetitive, the storyline was... (if there was one I would have described it here). The worst part, there could be a Chief Daddy 3.",negative
"Rubbish

One more piece of garbage from NETFLIX. Period !!

I am saying what it is .. Nothing more.",negative
Boring and weak plot.,negative
"What the hell is going on here
The movie is so bad at some point you wonder whether you're watching a comedy or a drama movie. It has zero essence, zero script, and zero interest. I guess all the 10/10 comments are paid but I did watch this on Netflix and I leave this review in case someone decides to skip the movie and get some more life time.",negative
"Waste of time

I've never written a review for IMDb. I use it all the time to gauge movies and seeing the above reviews touting this film to be the best movie ever?? Huh?? Makes me seriously question the validity of ALLIMDb scores!! I kept waiting for something to happen in this moviè. Something to interest me or hook me...nothing what a Snoozefest!!",negative
"Does not live up to Production Value

This movie was a movie that had great potential. A directorial debut of the Famous Nigerian Genevieve, packed with star studded Nigerian Names from Phyno, to Pete edochie. It also Had really fantastic production value, however that's as far as positives go.

One thing that a good movie needs above all else is ""story"". the story usually sets actors up for fantastic pe formances, can usually be the thing to sell a movie. However, this failed to be anything other than boring. It had no logical flow. It was trying to do a lot of things, like develop a love interest for Genevieve, set her up as a hardworking female, however it offers nothing in terms of bringing that to life. There should have been more connections to the characters, like what does Lionheart mean ?? Who exactly are these characters. It feels very empty and quickly put together.

Building on from that, another thing that makes movie so terrible is, because the story is terrible the actors cannot live up to their potential. They're stuck in a bad story, so there's nothing to immerse themselves in.

The film also has terrible writing which also contributes to the actor's terrible performances. I don't know who wrote this but it was really off the mark for writing. Some of the dialogue was so superficial and empty. They threw in some inspirational words here and there to try and do soemthing but it had no effect because they hadn't prepared for it properly. There was also a serious lack of research witht the writing. When you borrow 950 million naira,which is basically 2.6 million dollars, no company takes that kind of loan and pays back fully in a year. People pay interests on that loan, so that really messed up the story and writing. Also was the evil coworker a board member ?? What was he doing at those meetings ?? And how can a company which has a board be unaware of a 2.6 million dollar loan. It's jsust not possible, that's not how business works. It feels as if real life was bent to fit the terrible narrative this movie was trying to tell.

The only positive of this movie is production value. The cinematography is average holly wood standard, although it falters a lot. It's evident of a quite low budget Hollywood movie. It's netflix quality, let me put it that way in terms of original content. However, it still needs to improve. I think Genevieve needs to go on a masters in directing from a good film school to understand how to properly direct, it is really important she does that.

In conclusion, this was a movie that could have been groundbreaking in terms of Nigeria's first original Netflix content. However m perhaps shockingly, seeing as it was bought by Netflix, it was absolutely poor. And writing, bad story, bad acting. I can only congratulate the production value of this.",negative
"Terrible Movie... worst Nigerian movie I've seen

Movie is so bad I had to create an account just to write this and let others know",negative
"Very disappointing adaptation of great novel

Half of a Yellow Sun is a fantastic novel, so any adaptation was going to be very difficult. Adapting a great book should be approached with care and most successful adaptations have focused on one or two key events or characters rather than try to retell the whole story. In this case, the adaptation attempted to tell the whole story and, subsequently, manages to avoid any depth as it simply skims along the surface in order to get the end. Often, scenes which serve no point other than to relay a piece of background information continually appear and it is shocking that such experienced film makers failed to guide the writer/director away from such obvious pitfalls. In order to accommodate as many details as possible from the novel, many superfluous scenes lead only to confusion and rely on the audience either having read the novel or having in-depth knowledge of Nigeria's history. Some characters appear only to serve as expositional devices. This film has one or two excellent performances DESPITE the material but generally the actors appear to be at a loss as to what to do. This is the director's first movie and it could that he wasn't comfortable with the pressures of time and of shooting out of sequence. 

It is sad to be so 'down' on a movie that has its heart in the right place, and one can only imagine that Chimamanda Ngozi Adichie must rue the day that she allowed her beautiful work to be adapted by someone who had little or no grasp of the screen writing process that could have turned out a great film script.",negative
"One of the worst

With the hype I would expect a great movie but this is one of the worst movies I've seen in a while. Great actors and good cast but the storyline and unnecessary scene create attention. I'm surprise some people actually find this movie fun because I couldn't really associate fun with this movie. The movie is quite boring , no anxiety and nothing to keep you on your feet or have you guessing . Really disappointed meanwhile I saw king of Johannesburg and I was wowed .. Now that's a movie.",negative
"Major Disappointment

I was underwhelmed with this sequel. First she kept us on tenterhooks for years promising a movie, she then made a TV series and sold out to Netflix. I spent 7 hours watching this much hyped much anticipated sequel to take off, alas it didn't.",negative
"REALLY STAINS NOLLYWOOD

This film is ridiculous with no plot motivation or character development. The end scene is unwatchable and awkward. These dancers can't dance to save their life. The main love story dies follow Nollywood troupes, but non of it usual substance. Hopefully the actors will recover from this.",negative
"That movie is such a bad egg to Nollywood
That movie is wack, No story line, horrible dancing. Just a display of white man in Nollywood. Honestly, the white man acted well just happen to select the wrong movie to appear in.",negative
"Do Not Watch!!!

Honestly this is the most useless movie ever I can't believe I watched something like this!!!!😡 Apart from nikita's horrible dancing , the movie didn't even have a real storyline to follow. And after all this amazing actors this is what they had to give??

If I mistakenly see anyone connected to this movie, I'll beat them.

They should be arrested abeg😭😭😭😭😭.",negative
"Diabolically bad!

This is realistically the worst movie I've ever seen in my life!

The 'dancers' cannot dance to save their life and this film contains some of the most unattractive people I've ever seen assembled in one place, honestly seriously unattractive!

Now the plot, THERE ISN'T ONE!!!!

It's a garbled gab fest of white noise, gibberish for the sake of it!

Do NOT watch this movie under any circumstances, you've been warned !!!",negative
"Too long, bad acting, too much irrelevance

The story it's based on is of course important, but the movie in generale is very disappointing. It's way too long, could have been caught down to 1,5 hour instead of 2,5 hours. Acting was terrible and dialogue was incredible stupid.",negative
"Again and again BIAS BIAS

Citation movie in my own opinion is so unrealistic It's meant 4 a life touching incident student face on daily basis but acted with so little dramatic emotion I'm disappointed cos my hope where high d only thing they got right in D movie is just D costume & setup The casting is just so disappointing why must you be bias again to was casting give people who deserve this spot cmon And I respect the director but he has to do better the directing was awful None invoke the character they were meant to play not one But cmon we all know what was going to happen from the beginning of the movie No plot twist with some unrealistic scene (I still don't understand why the legal counsel was there when they did nothing in actual argument) And the movie mad Nigeria student stupid or not bein street wise cmon that disappointing",negative
"Waste of time

If I could give it 0 stars I would for 2 reasons - #1 it's not filmed in Jamaica but is filmed in America and #2 super super super corny acting. I am Jamaican and am displeased that this movie even has the Jamaican flag on the cover. Very misleading.",negative
"Not worth anyone's time
This movie is a disappointment and not worth anyone's time or money. It would have been an opportunity for Funke Akindele or/and the AY guy, to showcase their talent on world stage but they both failed at it. What a disastrous act and flopped comedy. If I could give less than 1 star, I would.",negative
"Waste of time

Wasn't really a clear plot, didn't make sence and just having a Nigerian man cussing a Jamaican cuss word is not Jamaica?? Didn't enjoy it and just a stereotype of Jamaica?? Paul Campbell could have played so much better",negative
This was bad in so many ways,negative
"Awful and terrible film,

It's the worst film I've ever seen, the acting is so hammy, so crap and just awful, I wouldn't watch it again, I loved the clothes, the music, I've seen much better films than this.",negative
"Propaganda and misuse

I have found it my obligation to talk about this topic as I have recently viewed this movie. The issues in todays modern age is racial profiling and racism which is a serious matter. I address this movie to be very misleading and further promotes discrimination by presenting African people uncivilised by having the typical stereotypes of African people in robes and acting like caveman thousands of years ago. It is a neccesity to remove this movie from being accessible to the media as it depicts and reinforces the great issues in today's modern society relating to racism.",negative
"DO listen to the negative reviews

The people giving 10 stars to this movie must be getting some kind of royalties or something... , I thought this film would be something like lion but it wasn't, The movie is poorly executed, For me personally I found some of the actors if you can call them actors completely lacking in any acting skills whatsoever you might as well just got someone off the street Such very poor acting so amateur it's amazing they got away with it, when you've got acting that bad it takes away from the movie. Don't waste your time,",negative
"Fake News Movie

Another reviewer on here stated they actually knew the author / subject of this movie growing up. You should listen to his review.

For a real review of the Tilbury Skins just use your favourite search engine and look up ""Tilbury Skins BBC Radio 1980"" and you will find a real news report on how 'The Sun' made up a story about how bad the skins were and staged photos and an interview.",negative
"Horrible

The show lingers on and on seeming to go no where at times. Beckinsale does this in many of her movies. Underworld she didn't say much and was mostly just action which helps make the boredom factor better. It is no wonder she places such high emphasis on her looks to make up for her below par acting.",negative
"Utter fiction
I put a message on here before and for some reason it's been taken down. I grew up in the same town and know the Director/Actor of this movie and it is a complete work of fiction. Apart from being a terrible film it isn't true. The acting is awful and the story unbelievable. I was discussing it with friends recently who went to school with ""Wally"", the name he was known by at school and they were laughing in disbelief. This might be based on a story but it is neither true or based on his life",negative
"OMG Cringe

What the actual F. The dialogue, the acting, the soundtrack. How do titles like this make it into production?",negative
"Good storyline, poor execution

An odd blend of great actors and amateurs. Couldn't even hear the dialogue because the audio editing was so poor. Unrealistic scenes, such as a mother visiting her dying child at the hospital dressed as if she was going to brunch with friends on the Upper East side. People grieve differently, but come on. Much missed details. I don't know how they got Isaiah Washington and a few others to participate. With attention to detail and coaching, this could have turned out to be a great movie.",negative
"The Worst Music Scoring Ever!

Whoever did the music scoring for this movie did a horrible job. It must have been their first time scoring a movie. The music was very excessive...almost every scene which was very unnecessary. It overshadowed the dialogue in the scenes to the point where you cannot hear what the characters are saying. How did the director, producers, editors, etc. Thought it was acceptable for so intrusive music I do not know. Music in a film is supposed to add and enhance the telling of the story of a film and unfortunately the music took away and hindered the film. I could not enjoy due to that reason.",negative
"Weak dialogue, amateurish battle scenes.

Seeing this movie was torture, an infliction of pain that permeated my bone marrow - and it is so perhaps because I'm a History graduate who could not help but notice the many goofs in the plot, acting and battle choreography gone bad. The colonial officers didn't sound British. The dialogue was plain, so much on the surface. How many holes were dug to sink this movie? And coming from an ace 'Nollywood' director I root for, I'm disappointed.

Why on God's green earth was there a 1960s transistorized shortwave radio beside someone wearing a white uniform with a modern day Anarchist logo on his shoulder...I could go on and on, and I'm appalled by the many things not gotten right here because this subject was my term paper in my third year and I had an A in this course (blowing my trumpets? No!) - all I'm saying is that the director, who was also the writer and other crew members, could do better. This was meant to be a historical fiction that was meant to expose the thievery of the British colonial administrators (and their callous pilfering of the Great and sophisticated Benin Empire) but it didn't do justice.

Lancelot could have done better even with the limitations.

My verdict: this movie needs a remake! A remake!",negative
"Don't waste your time
Did not watch all of this crap. Not even second rate, obviously racially inclined crap from an African nation with no film industry I am aware of, and translated from Afrikaans, does not sound right in English. Even the so-called British colonial uniforms look definitely more Dutch than British and the dialogue is terrible.",negative
"My goodness

How bad can a movie be? Probably the worst acting ever in a movie which seems to be made with enough money. Netflix what were you thinking? More viewers in Africa?",negative
"Very disappointed

Fighting scenes are like a joke. Effects are horrible cz there are none. A great story ruined by really bad writing and really bad acting. Really disappointed.",negative
"So disapppointed.

Some acting moments from main actors (king and Amina), but the supporting actor (Maladi), hard to tell if he is comic relief because his role should be serious. Some really good scenic shots but many that look like a stage. Some of the costumes look like I could make them from my own craft stash and fabric remenants, making me doubt how much they represent the time period. The speaking with accents was labored by almost all actors. The real bummer is this movie could be so good with with the story but this rendition isn't. I would love to see it remade.",negative
"Worst ever movie- future cult classic?!

My Indian wife and I managed around 20 minutes before giving up....definitely the most utterly ludicrous film either of us have ever seen. Embarrassed laughter throughout from the first moments. Just dreadful, awful, trash....why on earth was this ever made?! But who knows....maybe this is SO bad that it just might become some kind of cult classic!!",negative
"Worst
It is like pig's potty. Time waste. Useless comedy. Unlogical concept.",negative
"Where do I begin?

Okay, from the onset, the movie was a disaster. The script is awful, the directing is awful and the actors a so awful. You can use the 2 hours to do something better. Netflix really just be funding any script this days.",negative
"Absolute No!

The story is one of the most cliché storylines from late 80s and early 90s nonsensical rom-coms which made absolutely no sense whatsoever. The only fresh content is portrayal of Black community in a better light in Indian movies which unfortunately they have never done so far. Rest is all ""interracial marriage"" and ""family in between romance"" drama. Do a favour to yourself and don't watch it.",negative
"There is no zero to add as rating

By far the cheapest production and worst movie I have ever seen.

I will not try to say mistakes This is a childish production elementary school level.",negative
"As well-intentioned as it is thoroughly inept, Black November would be a serious contender for year-end worst lists if it weren’t so painfully noble and since",negative
"DULL STORYLINE

One of the worst Nigerian movies I have watched in a while. Cliche storyline, poor transition, low budget movie. I was really disappointed. However, I tried to see the movie through in view of a plotwist, but I stopped watching about 15 minutes to the end as I felt my time had been wasted enough. The only positive was the picture quality.",negative
"Utter rubbish

It's very rare that I give up on a film - I'm a 'Netflix junkie' and have watched hundreds and hundreds of movies over the past few years. I'm generally quite tolerant of dodgy special effects or bad acting or a plot so thin it becomes meaningless. I could probably count on my fingers the number of films I have abandoned, but sometimes you just have to draw the line and I couldn't finish this, gave up after 30mins. Don't waste your time.",negative
"Was going to rate it a 7 but....

With a abrubt ending it destroyed the whole movie. Maybe the money were used up, i don't know. Could have been so good but nooo!!",negative
"Sorry, very poor in all aspects

Lots of people have been bigging up this Nigerian movie on social media so I decided to give it a go and watch it recently. What a terrible waste of almost 2hrs of my life. Where do I start the review from? Acting? Poor. Storyline? Probably passable. Sequence of events? Terrible. Script? Laughable. Ending? I don't know if that is Nollywood's idea of a cliffhanger ending, one without a story conclusion. Making us look forward to ""Part 2""? God forbid. I thought quality of movies being churned out in Nollywood has gone up but this just confirms that there is a very long way to go.",negative
Highly flawed,negative
Very disappointing,negative
I hate it,negative
I could not sit still to watch this movie because it was absolutely trash,negative
I cant believe I spent 2 hours watching this movie,negative
waste of time and resources,negative
what the hell is this that I watched,negative
DO NOT WATCH THIS MOVIE,negative
"snooze fest, not much story, ridiculous soundtracks

The movie has only one boring story, forcibly stretched to.2 hours of run time, which could really have been 30 min. There is no single scene that is interesting in the movie. It is terribly boring that you will struggle to keep awake. The soundtracks do not match the scenes. The movie is full of random soundtracks. I can't believe the high ratings. I wanted to give 0 star if I could. I feel extremely generous to give 1 star.",negative
not recommended. With zero originality and even less authenticity. 'Before Valentine' is nollywood's verion of 'the Barbershop' and it stinks,negative
"Huh?

Just what were they thinking with this ""movie"". It is probably one of the worst things I have seen in decades, fragmented storyline, completely ridiculous premise and the acting is some of the most painful I've seen. ""power of 1"" gets a 1 rating, ONLY because IMDB does not have a zero rating or -1. Also that finger in the air symbol is a gang sing for a handgun, nice image to put on a movie poster. Don't waste your time with this.",negative
"Worst remake

How could they get it so wrong? Despite all the technical innovations that weren't available to Amaka Igwe in 1995, she was still able to create a classic. Noah somehow managed to detribalize a well known classic ethnic movie that had enthralled its audience with its language and culture. The actors were sub par at best. There was poor directing at the beginning during Ahannas flashbacks when he witnessed a man being set ablaze. The man who was set on fire didn't act realistically,he remained really calm despite being on fire. This was one of many directing mistakes that could be identified in the movie.",negative
watching this movie is as bad as eating spoilt beans,negative
"Terrible and amateur attempt at a film

I don't understand the praise for this but it must be friends and relatives of the people that made the movie . Seems like someone's school project more than a real film . Terrible acting and production value .",negative
Extremely terrible,negative
"Good little movie, not great, but good :)

Some powerful performances by the Nollywood actors. Danny Glover offers penetrating rays of sunlight to all his scenes (as you would expect).

Got some beat and base but goes dry now and then, however neat film. Pass the evening well with this melodrama and a bag of popcorn.

BAD WIG RATING - a clear 10/10 for bad wigs. No shame in this area. Hardly a realistic head of hair on display.",negative
The acting is bad,negative
very bad movie,negative
"Horribly Booring

Wasted 2h20min of my life watching this baseless, senseless movie.

Its seriously bad!!!!",negative
Boring,negative
You will hate it,negative
You should not watch this movie,negative
I dislike this movie so much,negative
"Dreadful

I am baffled that Netflix would subject its audience to this kind of low budget rubbish.

The script is boring and without substance, the main theme of the movie doesn't start until the last 20 minutes of the film. The main theme, i.e. the crash and events leading up to it, were rushed and offered no details on how the crew handled the issue - I certainly hope that the Dana crew were a little more proactive than these two. The pilot uniforms looked like they were made by a toddler, the epaulets looked were yellow tape glued on top of black tape - really?, the director couldn't be bothered to borrow some epaulets or even a uniform from a line pilot. The whole thing is amateurish. Any High School film student or Youtuber would make a better film than this abhorrent junk.",negative
"Soap opera

This is a bad soap opera pretending to be an air flight disaster thriller. Don't waste your time.",negative
"confused

Was this what a good movie looked like in Africa in 2012? If so then ... it was great! I have to wonder (in that case) if it's gotten any better in 2021? Guess I've been so spoiled with American crappy movies that my expectations have been skewed. Perhaps the two cultures are permanently unique.",negative
"Amateurish Production

Started to watch this but it was so disjointed, jumping all over the place that I stopped after 20 minutes. I'm sure there's a story in there somewhere, but it comes across as rubbish due to a bad script, and terrible editing! Please leave series like this on the rubbish heap!",negative
Why waste so much money in producing a dull movie like this one.,negative
This movie is a no from me,negative
A very boring film with poor acting,negative
