Positive Reviews,Ratings,
It has a fantansic acting performances lubricated by sublime chemistry amongst actors.,9,
"Cute and romantic movie

I love the characters and how they unfold. Really sweet and relaxing movie. Think Love Jones.",9,
"Beautiful, beautiful, sad and necessary...

That politically correct, socially critical film based on real facts we love, the hospital director who chooses to hire pregnant doctors/mothers... A beautiful tribute to Ameyo Adadevoh, who saved countless lives by quarantining a big shot, and the hypotheses of an American conspiracy (not mentioned in the film), beautiful, beautiful, sad and necessary... #VivaOsDoctors #VivaOSUS... It was already said that Danny Glover looked like him, until he found out that he ""was"" himself... What helps give visibility and even credibility to a great film, which portrays such a current theme, a pandemic threat...",9,
"Nurse's opinion

I'm a nurse in the USA and what stood out to me the most about this film was how humble and humane the doctors and medical staff were even though they were terrified of contracting ebola. They still treated their patients and one another with kindness and humility and supported one another emotionally. I thought this was an excellent film and the actors and actresses did an excellent job.",9,
"A great tribute to the medical staff

I just finished watching movie, during the rising of COVIT-19 pandemic. What the medical team at had gone through is happening everywhere in the world. The movie showed me what is really like in the time of crisis in their lives and not just statistical numbers of how many more infected in the news. I appreciate this movie and even more, I appreciate all the doctors and nurses in the world for their noble and humble work ethics, risking their lives to save ours.",9,
"Excellent Storyline and Great Characters

Can't wait for Season 2!!! The show is well written, the characters are fully developed and the story lines are complex. The female characters are strong and dynamic and all of the actors own their roles and develop manage to deliver the twist and turns of the plots. Well down Netflix! I am huge fan of the Nigerian cinema Netflix delivers. It is not canned remakes of American or British TV. it is a great introspective into the lives of Nigerians for the global audience.",9,
"Great TV Show!
Thoroughly enjoyed season 1, the storylines and plot are compelling and I like that how it also has a comedy side to it. Can't wait for season 2! Congrats to the cast!",9,
"Slow Burn to Brilliant
Castle & Castle takes the best of the legal service industry and showcases it exquisitely. Some of the names not just in the cast but in production show that painstaking detail has been taken to produce something realistic of an ideal legal industry in Lagos. Expect excellent production value. Acting is not our strongest forte in Nigeria, sometimes characters seem detached and untethered to the reality of their immediate situation (like having a conversation they've already had before) and in the start you may be tempted to think that is all there is to it, but if you stopped there you'd miss out on an excellent storyline that gradually draws you in. We love drama, so you'll get that, and aside for some funny scenes where the actors are struggling to not laugh themselves you start to warm quickly to the characters- Stella is a joker (a difficult character socioculturally and demographic-wise both posh and street not easy to do). I am a Litigator and I am impressed by the work put in, I was held by the storyline and I truly applaud a really impressive piece of work. Here's to excellence in the arts because this one closely imitates life. Well done guys, very well done. 👏🏾👏🏾👏🏾",9,
"Cleared season 2.. where's 3?

Was never a fan Naijja films,neither am i a 'series perso, but this has been quite a ride bingeing on a whole season in one day.

Season 3 better be upcoming soon i reckon.

Good on you Naijja !",9,
"
Superb movie!!
This has got to be the best made movie to come out of Nigeria, not to mention hilariously funny! It seamlessly interweaves the story of two very different people - a Nigerian villager and a proper British woman - with coherence, continuity and content that most Nigerian movies lack. Each of Usuofia and Samantha has the opportunity to live in the other's domain (see part 2) and the movie does justice to the cultural difficulties experienced by each. Well worth your time.

To thoroughly enjoy this movie (and its sequel), one would have to be vaguely familiar with the Nigerian culture. Anyone however, can understand and follow what's happening.

Downside: there are relatively high variations in volume and noise levels throughout the movie making some of what is said difficult to decipher; some of the camera shots were also wacky. If you can ignore those few things, you're in for a ride!",9,
"Enjoyable
This movie is enjoyable. Just keep an open mind, It is nice to see how upcoming actors and musicians can hold their own.

Kudos to Obi, the cast and crew for this great job. The music was dope too

I binge-watched it.",9,
"We need season 2!!!

I binge watched season one. It was awesome. T he only reason I didn't give ten stars is a couple camera mishaps but it was an awesome story and plot from the first to last episode! Please bring it back!",9,
"Up North the Movie was superb

This film shows off beautiful aspects of Northern Nigeria particularly Bauchi state. I can't wait to visit with my friends. Thank you for telling a beautiful story!",9,
"Praise Jesus today because tomorrow may be too late!""

Top-tier Nigerian B-movie directed by a pastor with highlights that include the gory removal of a fetus from a pregnant woman, a prostitute paid to lick a nasty scab, a devil baby with horns, gay rape and much more. All with typically shoddy Nollywood FX, hilariously energetic acting and heavy-handed religious propaganda.

The best characters in the movie are a priest who enthusiastically spreads the word of god on the street in lengthy sequences, and a devil child (the horned baby eight years later) who crawls through the ground and terrorizes random civilians.

If you love terrible movies you must watch this at least once. The second part is worth a watch as well and features several scenes that easily outdo this chapter in terms of sheer insanity. Unfortunately, it features too many boring sermons and prayer scenes, and a new pastor who lacks the entertaining energy of the previous. Watching relatively normal sermons isn't as funny as watching a priest yell about God in a bar and bothering all the customers. Shame.

This one however gets my full recommendation.",9,
"Great documentary

Spent the entire time looking at her beautiful skin( bev naya) and listening to the soothing soundtrack. people will always lighten , tan, tattoo,reduce , bind their feet , implant, etc to enhance beauty according to whatever is popular at the time so dont see a big issue here , people want that stunning attractiveness Beverly has.",9,
"Beautiful done!!!

The movie was very well directed. I felt every emotion from all of the characters. Superb acting from all including the kids. I loved this movie.",9,
"Expository Movie

This is a very good and distinct movie. Some people might not like it perhaps because they are used to the love or thriller story films or perhaps because they are not used to life with a vehicle. They movie truly shows how things really are in the life of mechanics, apprentices and customers. It also teachers parents and children a good lesson. It is a seemingly perfect expository movie.",9,
"Funny Funny Funny

Oh mehn, this movie is super funny. if you are looking for a movie to lift your mood up then this is the right movie for you.",9,
"It's a well paced movie, filled with properly fleshed out characters operating in a plot structure that doesn't fall apart. The film. is brought to life with a stunning aesthetic and masterful cinematography. The story, although not phenomenal, is good enough to keep you glued to your seat while imparting a thing or two about the subject matter.",9,
"Good film

With a small budget this film deserve a very good critic.Finally a film with a gay theme without a tragedy. One moving story, with good actors.I recognize problems with edition, and other small Technics problems.But who care about this, when we see a film so full of truth and tenderness??? Sometimes I ask me why films about gay man are sad,dramatic? Why can we have a film with gay thematic without hope? Some scenes for me were really sublime. The story is very sensitive, principally because the plot is about black, gay and poor people. I would like to see more films like this: simple, direct, full of truth, one real story.This story can happen.",9,
"Great film - entertained and educated

W Sharpe Director of New Media, Public Broadcasting Atlanta  30th July 2007 ""I recently saw the film Rag Tag during the National Black Arts Festival in Atlanta. I thought it was a bold, daring, provocative film. I was surprised at the reaction of some of the viewers of the film and their objection to the subject matter.

I think that the Arts Festival is exactly the place to exhibit such works. It is a place for artists to exhibit their craft and enlighten to public through their art. Please do not censor future content. I have learnt many things through the films presented at the Arts Festival and it would be a shame if the narrow minded views of a few stifled lifelong learning. 

The film has been a topic of discussion among the friends I brought with me to screen the film and those who were not in attendance. I'd like to know if the film is in release on DVD or will be screened at any other festivals around the country."" 

C Anderson - 8th and 10th August, 2007 ""I just saw Rag Tag at the Philadelphia Gay and Lesbian Film Festival. It was Great. I felt that the audience at the showing I attended really responded positively to the film (and it was a full house). The accents were certainly present, but they were by no means a hindrance. I am probably more challenged by a strong southern accent from the USA - and that's in my own country!",9,
"On the 1st of August, a graduation party brings more than anyone expected.

The film is a suburban drama that examines how a family manages to survive its past, and how that past is inextricably entwined with their future. 

During a graduation party, the estranged father, Dipo, returns. Each family member deals with his return differently, and thus we see how they must have survived his initial departure. As we learn the reasons for his departure and the reasons for his return, our sympathies shift.

The film is well acted and the story unfolds itself smoothly and naturally, without resorting to exposition. It is refreshing to see a dramatic film about African Americans that veers from stereotypes.",9,
"Good movie

Both Okon and Bona are excited about the opportunities in London and are quickly shown the racist and selfish realities of living there. Though both are educated and came for educational enrichment, they are exploited and thrust into homelessness, even betrayed by fellow Nigerians living in London. Luckily Bona meets with some compassionate folks who help him and provide shelter, food and companionship. He is also able to help Okon when they happen upon each other in the city. Glad the ending had one of them going back with the goal of enriching and giving back to his homeland.",9,
Comical and Enjoyable,9,
"Great outcome...
An excellent Nollywood plot, a dose of mystery, well tied, well produced, delighted to marathon the Nigerian works of Netflix, catches you, entertains, goes off the conventional route, here the African culture is in the background, adapting to the Western one, but latent in colors, beaches, clothing, very passionate... And the strong personalities of the female characters, predominant, adorable... Great outcome...",9,
"Fun and deeper than anticipated

A well crafted story and an excellent addition to the new Nollywood wave. Gradually the movie reveals itself to be an allegory on taking risks and the journey to self discovery. It also maintains the ever present Nigerian theme of the wisdom of elderly. The lead actress's understated sarcasm and endearing but awkward interactions make the gradual journey of self reflection all the more magical. The ending really did it for me. Beautiful!",9,
"Petition for a season 2!

I really really loved this and could totally relate, interesting from start to finish, kudos to cast and directors. Can there be a season and maybe better publicity?",9,
"A must watch!

One word describes this movie, BRILLIANT!!! From beginning to end, the hairs on the back of my neck couldn't stop standing. The story line was simple yet captivating, the acting was bang on and flawless. The delivery of the movie was done with such ease and humor that I secretly wished it wouldn't end. Mary is a sweet girl that any man would gladly ""take home to mama"" (kinda made me wonder how she was still single). While Akin is your archer-type male, whom I suspected had a wicked sense of humor. The character of the twins and Mary's sister provided an appropriate dose of comic relief. I must admit I am extremely proud of the cast and crew, Nigeria was highlighted as a pleasant place to be. I will definitely be getting the DVD when it comes out. PHONE SWAP has proved to be a must see classic of our time.",9,
"Love this Film

I just saw this film last night at the AFI film fest and it deeply had a profound effect on me. I will enjoy watching it for many years to come and the conversations that it will spark. It features engaging performances by the entire cast about how a modern Nigerian woman is pressured by her family to produce a male heir. Shot in the Igbo language with English subtitles, the film works on many levels including the timing, and pauses. The acting is very natural without melodrama and it feels very believable. Overall, the film was riveting and kept me really engaged. 

Shot in about a two-week time period, filmmaker, Chika Anadu soars in her first feature film, which presents a critique and glance on Igbo cultural traditions and discriminatory preferences for males. It's too bad that we won't see new film releases from this filmmaker for a while, as she plans to take a break and make commercials for a bit.",9,
"The plot twist is different. Kudos

I'm a fan of Nigerian films. This one is different. The plot twist is different that I couldn't predict nor see anything coming. Kudos to the writer Ifeanyi Opara. The actors were super too. Characters were well interpreted",9,
"Amazing work of art!

Doctor Lanre will leave you glued to your seat all through. Great story, amazing cast, fantastic rendition of lines and suspense filled. The story is so unique, a diversion from the regular Nollywood love story. I look forward to more intriguing stories from the writer. I will definitely recommend that you see this.",9,
"A Good and Wise film. It was a good film, that shows the dangers of Nigerian tribalism and how it can affect a young love. I am glad that it did not descend into stereotypes (too much), as both Yoruba and Igbo tribes were portrayed as dignified and with a lot of love for their children. The only two things I would have loved for them to do is to make the police tip have been anonymous, rather than arresting the Igbo father.

Both fathers should have had to live with the guilt of ruining their children's lives, and thus their own. No additional punishment would have been necessary. Also, they should have delved deeper into the wickedness of the Yoruba witchcraft tradition. That juju should have been shown as the direct cause of Stella's death.

I hope that Nigerian films continue to get better and develop this way. I am in the film industry in America and want to bring our culture to the world stage!",9,
"An excellent short documentary

Warning: Spoilers
Blood rider was an excellent short film following the high-stakes career Joseph takes on as a blood rider. The stakes are raised further as someone close to Joseph is hospitalizes suddenly and is in need of blood at short notice. The cinematography does an excellent job in conveying the tense situations that Joseph is put in when delivering blood, and the emotions he grapples with when patients are lost. Definitely worth the watch.",9,
"Great step forward in nollywood story telling, and film making. This should movie should set the standard for what nollywood movies should look like going forward. A++",9,
"Super Recommended. What a Wawu! 'Charge & Bail' is for smiling from start to finish - E sweet like Crazy! The beauty of it being in the cutting of it, whoever edited 'Charge & Bail' into a Banger is a Charmer. We are clapping for you 👏👏👏

Having said that, s/he definitely had a lot of good to work with. From production to story-telling, it's exquisiteness all the way. In fact, the acting is so genuine, it is perplexing. Even the extras deserve Oscars. Beautiful. Just so damn beautiful.

The energy here is a rush. It will make you feel like you are in court. So forget the trailer's portrayal: 'Charge & Bail' is no ordinary comedy. It is serious business. Asides its banging editing, an intricately woven story & an excellent closing make it -a story of many bests- we have seen in Nollywood in a very very, very long time.

One shouldn't miss this. Especially writers, producers & ALL practitioners in Nollywood. Because 'Charge & Bail' is a standout. It's nothing like your usual Nollywood comedy. If it's a comedy at all, it's a comedy for intelligent people. One that makes bursting into laughter, a result of your brain being tickled. Exceptional. 🏆",9,
"Super Recommended! 'Gold Statue' is Magnificent Excellence. It promises a mountain of fun. And with that mountain, comes rivers of quality and an avalanche of Perfect acting performances. This movie is worth every penny you will spend and more. So much more; it practically tore the screening hall to pieces. This is Gold!

A thirty-something strong audience was held spell bound from start to finish. And that is a Very Big something considering 'Gold Statue' runs for a mighty two hours and twenty five minutes. But forget the longevity- Trust us you want to see this movie. It is two hours and twenty five minutes of starchy undiluted fun. And that fun doesn't come unaccompanied.

Rather, it comes distinguished by top of the line quality in every single area. The amount of sheer effort to deliver pristine quality is indescribable. You have to see it. For Nollywood; it is Amazing. Acting is a hundred. Make-up a hundred. CGI a hundred. Props a hundred and fifty. And the story?

That one is just Mad. Literally. Dictionary-Ly. Mad! PS: Whoever did the make-up for a post-lynched Gabriel Afolayan in the opening scene deserves a gold medal. To that make-up artist; we say Bravo! We honour you.
",9,
Set against the backdrop of the 1976 coup attempt in Nigeria this is a good movie. Not much shoot em up but good drama.,9,
"Absolutely Stunning Picture
Incredible. Rarely do I see Nollywood movies adapted from true life situations, especially from a dated era where so much attention to detail is paid. The lighting, cinematography, props are so beautiful, this movie can definitely be categorized as modern classic. The retro feel it give is so breathtaking that nothing looks out of place throughout the 2 hour duration of the movie. Incredible casting as well! I was especially impressed by the performance of Adonijah Owiriwa who plays Captain V. M. Jaiye. Overall I loved the movie in it's entirety and hope more directors and producers can provide more movies reading between the lines of historic events. 9/10 for me",9,
"Synth score cross-cutting matriarchy! Nollywood blockbuster that turns out to be a sprawling, at times gloriously chaotic gangster epic about a woman who made it and who now rules the world by way of her facial expressions. So much energy.",9,
"A concrete jungle, criss-crossed by the endless mesh of electrical wiring - Lagos is brought to life. Bombastic bright colours, sharp tongues spit fits of anger at life's injustices. A middle-aged Engineer and a young hairdresser look to leave home but their immediate world holds on to them, tightly.
Brilliant, magnificent. An unearthly uncovering of a filmic venture that I cannot wait to discover more of. A familial tale of our mundanity, our dreams and our disillusionment.",9,
"Love this Film
I just saw this film last night at the AFI film fest and it deeply had a profound effect on me. I will enjoy watching it for many years to come and the conversations that it will spark. It features engaging performances by the entire cast about how a modern Nigerian woman is pressured by her family to produce a male heir. Shot in the Igbo language with English subtitles, the film works on many levels including the timing, and pauses. The acting is very natural without melodrama and it feels very believable. Overall, the film was riveting and kept me really engaged. 

Shot in about a two-week time period, filmmaker, Chika Anadu soars in her first feature film, which presents a critique and glance on Igbo cultural traditions and discriminatory preferences for males. It's too bad that we won't see new film releases from this filmmaker for a while, as she plans to take a break and make commercials for a bit.",9,
A fantastic movie!!! Wow wow wow. Nollywood has ascended.,10,
Honestly this movie is really good production wise and the sequel. Chills from top notch acting.,10,
"The plot was great. Acting was good... Reminisce, anty Shola, Mrs Banky, ma tones etc. Lived in the plot. Saw the movie twice. WOW!",10,
"I've never been this proud of a Nigerian movie and the fact that I'm seeing it the second time with this much excitement 😃 This movie is beautiful👌 Story was a true Nigerian story, told the Nigerian way, With International Standards😁💪 Kemi Adetiba is a Legend like did you see the wedding party? She directed that too. King of Boys is a Banger. I can bank on it anywhere. Thank you Aunty Kem Kem, You raisee the bar for us😘💪 Ori mi wu gaan ni😁😃 Proud Nigerian 🇳🇬",10,
I love this film! I've watched it several times. I hope another one is in the works,10,
"I was thrilled after watching the movie, everything was on point. I was particularly impressed with the quality of the cast and crew. The director, Kemi Adetiba did a great job and I'm so proud of her. I have recommended it to so many people. I look forward to watching more of her work.",10,
Great continuity throughout the movie... The writer and director is highly intelligent and creative. Thank you so much for this amazing movie,10,
All I can say is that this movie is my movie of the year!,10,
Hands down the best Nigerian movie I have ever seen..,10,
"The day was Tuesday 24th September, I looked at the time - 6pm. I was home alone and decided to Netflix and chill. Logged on to Netflix, came across King of Boys, read the review and thought, hey why not. Then I noticed the almost 3hrs duration and I thought ""Nigerian movie for 3 hours"", I can't deal but decided to watch anyway. I am SO glad I did! 10mins into this movie and I was hooked! I wouldn't even take a bathroom break, I almost wet myself! I forgot I could pause the movie and return.

Ms Adetibe assuaged a thirst I had always longed for: Nigeria in all its realness. Politics, religion, poverty, wealth, God-fatherism, entitlement mentality, corruption and then HOPE. Hope in the Nigeria embodied in the person of Officer Gobir. The cast even makes me more proud - all indigenous!

It could be done and She did it! A Nollywood movie worthy of export!

This is Nigeria!!",10,
"Oh my God!!! I had to pause KOB to write to this comment. You're such a wonderful writer. The movie is a mind blowing one and eye opener. Everyone, especially the politicians have to watch it. I love you so much ma. I do hope you see this to read. May you continue to record more success 😍😍🤗😊😊😊😊💯... I can't even start to mention scene by scene... the movie is the best I have watched. Thank you so much ma, for bringing this movie on the table.",10,
"Kemi Adetiba's King of Boys is exceptional. From the selection of cast to the well executed story line, this movie is nothing short of excellent. The thrill, plot twists, humor, unpredictability are unmatched. Kemi draws you into the movie from the beginning to the very end and I can't wait for the sequel!",10,
100% on point. So accurate n so well played. Everyone was fantastic. Makes one proud ure Nigerian 👏👍😘,10,
"The year it was released,I never got around to popping into the cinemas. However,Netflix came to the rescue. It is fabulously worth the wait. Every scene carried the viewer along seamlessly. I've given it top stars, because it ticked all my boxes. As one who does understand any language besides English,I highly recommend this movie and best of all its a movie you can watch again and again.",10,
"Great movie. Enjoyed every seconds of it
An interesting story line and a big kudos to all the cast and crew of king of boys, thank you for this awesome movie. Kemi Adetiba, you are a genius.",10,
"Brilliant acting! Thrilling story
I have watched this movie 3 times now and was not bored for once. Storytelling couldn't be more apt. Acting was so professionally done. A political story told in an interesting way. Trust me on this, u will love it. A must watch by all means!",10,
KOB is Number 1 Nollywood movie to me right now.The story is way different and genuine.Unveils what goes on in politics for real.I highly applaud the thought process of the script writer and director plus every single cast brought on their A game.I can't even fault the movie.GOD BLESS KEMI,10,
"Excellent
shophallowaynorth22 February 2021
I finally came across this movie via Netflix. I know that it no longer qualifies as a new release and that is the misfortune for so many films created on the international stage---once they are able to be consumed by mainstream audieces state-side, they are no longer the ""new hotness"".

As an Black American (our viewership and support of films has been known to offer legendary box office results stateside and internationally), I have to say that this film brings Nigerian films into the here and now with great production and a storyline which while not Academy Awards level (very few movies actually are which is why it remains the peak of performance standards for an international community), it is CERTAINLY in the category of iconic cult gangster classics such as ""Scarface"" or ""The Godfather"".

In fact, I was trying to consider when exactly a film which placed a woman as a kingpin in the front and center of the story had been done in American cinema...and unfortunately despite America's heavy feminist and womanist presence, I came up empty. Such films are simply not being made nor have they been made for consumption in the U.S. or in actually any international film industry.

Yes, we have had some amazing series produced interestingly enough by streaming services such as Netflix on the international stage, most notably the Mexican cartel focused ""Queen of the South"". However a feature film? Ms. Adetiba has the honor of being the first to really attempt such an endeavor and have it come off so successfully with such nuance.

The actress who played the main character Ms. Sola Sobowale? What a treat! She was amazing in her role! I understand that many here have derided the ""wailing"", unfortunately all of whom are seemingly Nigerians who perhaps are more so insecure about their own culture being ""exposed' however I was not put off by it in anyway and neither were the other Americans who watched the film with me. We called it damned good acting in fact.

As someone who quotes scenes from films such as ""Scarface""--a film in which one could also deride Al Pacino's performance as Tony Montana as being over the top and verging on histrionic, such emotional excesses instead become appropriate to the film genre and the individual characters who of course did not reach the top of a shadow economy by being conservative and reserved wallflowers. They're flashy like their materialistic excesses and dark crimes...and that's why such characters work, taking over our minds long after the film has ended becoming icons within our brains.

One should not be ashamed of the cultural nuances of this film anymore someone Italian should be ashamed of the cultural nuances put on display by Francis Ford Coppola in the Godfather. It becomes a part of the charm and Ms. Adetiba knows just how to display such with subtlety and reserved nuance.

The character is bold and over the top as she should be, but Ms. Adetiba knows how to operate with directorial constraint. Kudos!

Let me wrap it up by saying that I as a born in America, reared by Americans, non-Nigerian very educated individual who maintains an international fluidity in my experiences and perspective LOVED this film. Thank you Ms.Adetiba for giving the world an amazing female iconic character. Thank Ms. Sobowale for bringing an effervescent and believable life to the character that solidified this film as one of my favorites. To paraphrase the line of one of our most iconic cult characters in African American culture-----""Alhaji, she's a bad muth--shut yo' mouth!""

I will recommend it highly to all whom I know.
",10,
The best movie ever,10,
Quite interesting Well Its about a Chicago gang star and one ex army general in Nigeria in the reverse. But all that is now gone as we know more.,10,
"Salute to Kemi Adetiba and everyone who worked on this great movie.
This is by far the best movie to come out of Naija in a long time, the storyline, yes, especially the storyline, it is the bomb. These days, most naija movies just flaunt fine bodies, expensive houses n cars, cash, I guess to make up for the lack of depth or not so easy to follow stories, you just watch n make excuses n shrug as you watch, we gat to support our own, but this king of boys, damn! It has everything, they gave us fine cars, houses, faces, skin, everything to make us feel good and we still got great acting n a superb story.. I just can't get over the story... Please everyone should watch it and tell others about it too, it will be a great way to encourage the great mind that this came out of to bring forth more so we will keep having sensible, meaningful, worldclass movies come out of naija.

❤❤❤👌👍👍👌👍👌👍❤❤❤",10,
"It's worth the while Coming from Nigeria,this the best have seen,keep it up",10,
"A wonderful film experience! Substantial storyline.

King Of Boys was not ""just another"" recent nollywood film with only great cinematic quality whereas lacking substance in the plot. The storyline had depth and highlighted the present ongoing issues in Nigeria, addressing the difficulties in trying to be ""honest"" in a society standing on the foundation of corruption and it exposed the ""dirty-games"" within Nigerian politics.

The actors took their time to display realistic emotions and the dialogue was realistic as well. The entire production quality of the movie was great!

The suspense would keep you on your toes, and the comic relief would make you chuckle. It is definitely worthwhile.",10,
"A huge progress for Nollywood movies

I really enjoyed this movie, the truth behind it, the thrilling plot, it is a huge step for nollywood movies! I look forward to more works from this director! Really outstanding work!",10,
"One of the best Nigerian movies I've watched. Well done, aunty Kemi !!!!
I am amazed, a Nigerian movie kept me glued to the screen for 3 hours without missing a beat. This is excellence. I really enjoyed it. Watch out world !",10,
"Top notch
All I have to say is that this movie was topnotch!!!! Kemi Adetiba you are the boss🙌🏽🙌🏽🙌🏽🙌🏽",10,
"I love King of Boys
Kemi Adetiba is a Brilliant Producer. King of Boys is a must watch. I love the drama and suspend. I even had to look up on line who wrote the script because I suspected the person was from the street and wow it was Kemi. Good work mama.",10,
"I'm blown...and still reeling from the story and production.
I had watched the trailer, but it was 1/20th what the movie was. I heard Aunty Kemi promoting the movie on radio, but I had no idea. Aunty Kemi has upped the game when it comes to stories and production. You see, this movie blends the 3 major languages in Nigeria (ah well 4, plus English) beautifully...It almost didn't feel like a movie anymore! I expected the story to deflate at some point, buy boy o boy...it was full up until the end. The cast did a brilliant job...the lead was on fire! Kai...a must watch!",10,
"Two Thumbs Up. ""Isoken meets Something New""",10,
"Amazing movie

I loved loved watching this movie with its excellent plot, screenplay directing and Dakore and the cast delivered so well on the acting. Our culture and heritage was fully represented.Oscar worthy if it was in indigenous category. Definitely a 10/10 for me",10,
"Nice award movie

Nice award movie and the actress are amazing lovely and very outstanding movi",10,
Families learning to accept other cultures.,10,
"Loved this Movie

I was really surprised to read negative reviews for this movie. Do we truly know what a good movie is? This movie was really good, very enjoyable. Well developed characters, believable and relatable story line. And the quality, fantastic. Well done guys. Loved it even more than wedding party 1 and 2. I am not disappointed at all.",10,
"Hilarious & light hearted

Chief Daddy is the type of movie you can watch over and over. The actors are fantastic, and the movie overall is a not-so-serious narration with valuable teachable moments. Sure there are a few plot holes that could have been handled better, but overall I would recommend.",10,
"Awesome

The movie was awesome with beautiful characters. I love seeing Bisola in movies, she's good.",10,
"Loved it

... beautiful movie ... i love my Nigerians. Beautiful storyline too . Well done",10,
"Breath of fresh air!

FINALLY - a movie shot in Nigeria with international standards. Effortlessly funny and cunning, superior direction and cinematography. Eclectic, intentionally entertaining and attention gripping. Perfect blend of wit and humor depicted through deliberately complex yet simple visuals. Left me with the happy fuzzys.",10,
"Refreshingly wonderful...
FINALLY - a movie shot in Nigeria with international standards. Effortlessly funny and cunning, superior direction and cinematography. Ecclectic, intentionally entertaining and attention gripping. Perfect blend of wit and humor depicted through deliberately complex yet simple visuals. Left me with the happy fuzzys",10,
"A movie that anyone can relate too

Had the opportunity of viewing this movie at the Oakland Film Festival and exceeded my expectation. It is very entertaining and kept my eyes glued to the screen. It has great humor. The Giwa sister's relationship is very relatable and you go on a journey with them as they get back on their feet. The music in this movie is really really good as well. It is a family friendly movie that I wish I got to watch with my entire family.",10,
"Best of Nollywood

This is truly an exceptional film. the acting as beautiful and believable. Kudos to the team behind the film and Biola Alabi. Seyi Shay is a star abeg. And the camera WOW!!! Nollywood to the world!!!",10,
"Beautiful Love story

This film is Hot like fire. i am so in love with it. I can't wait to watch it again. The love is so good. I am proud of Nigerian movies.",10,
"Beats my imagination!

Amazing content and story line. One of those movies you'll want to watch over and over again. A new dawn for Nollywood! Kudos to the team!!!",10,
"Amazing production, impressive quality

Once I started I couldn't stop, I even watched it over and I NEVER do that! Fantastic storyline, great characters and performances. The production is my highlight, you can tell the level of detail that was put into this brilliant movie. I'm very impressed! More please!",10,
"SUPERBLY REFRESHING!!!

Everything about this movie was just on POINT! The story line, characters and directing..down to costumes. I absolutely enjoyed this!! My popcorn was out in minutes! Love love love! Please make more movies!!!",10,
"BEST NOLLYWOOD MOVIE

This is by far the best production from nollywood! It looks more like an African American film. The acting is top notch and to find out it is the lead actresses first film, thumbs up. I hear about this film at the BUFF Festival in London but couldn't make it. Now i am happy i got to watch with family. Nollywood to the world.",10,
"A Brilliant Movie

Just watched Lara and the Beat on Netflix. This film is wonderful. Beautiful cinematography, on point acting, a great story, nice music and wholesome entertainment that the whole family can enjoy. Tosin Coker's film has really raised the bar for Nollywood. With a runtime of 140mins, the movie finished and I wanted more. Can't say more than that. Brilliant. Well done to the team behind this production.",10,
"The top of my top 5 Movies
spicybeachgirl15 February 2021
My top 5 Movies in Descending order 1. Lara and the Beats 2. The Devil Wears Prada 3. Meet Joe Black 4. Coming to America 5. Bridesmaids

I am from the states, and I'm a HUGE happily addicted Afrobeats fan. So the music for me, especially the perfect placements for the scenes, was the sweetess cherry on top of my absolute favorite movie. Oh my God where do I start. The opening shot making a HUGE statement without saying a word makes this movie something every African American should see. Loved this movie MUCH more than the movie about a ficticuous African country that doesn't exist. This was hands down 100 times better set in a beautiful city in an African country that is actually REAL. As real as the chemistry between Lara and Sal. Much appreciated the drool worthy eye candy BTW, yummy! This Nigerian Slum Dog, well in this case Billionaire, was robbed of all of it's glory, due to a heaping flavorless serving of heavily promoted Disney white rice trying to pass itself off as Jollof with food coloring. Lara and the Beats was the authenic soul nurturing plate of REAL Jollof with plantains, smiles, and love. Hopefully now it will become viral on the small screen, and get all of the accolates it deserves. A must see multiple times.",10,
"Brilliant movie
This is a brilliant export from Nollywood. I am amazed at the level of quality of this film. Nigerian cinema is truly growing. Good job and we need a sequel.",10,
"Fun Nollywood Movie

I saw this film on the netflix main page in the UK and decided to watch the film. I thought it was a black American film at first but was surprised it was actually a Nigerian film. The story line was quite good and didn't take itself too seriously which made it a fun watch, the colours and clothes were wow! The cinematography was incredible, the actors and actresses did a good job especially Seyi, Big Chi and Somkele, Vector surprisingly was good too. I thought the end was just ok even though it was a happy end with the uche jombo and Uncle Tunde, i felt it could have been stronger. I feel this film raised the bar for the Nigerian film industry and i feel it would surely attract an international audience and portray Nigeria in a different light where it isn't always poverty and 3rd world quantifications we see. Good job to Biola Alabi, the cast and team.I saw this film on the netflix main page in the UK and decided to watch the film. I though it was a black American film at first but was surprised it was actually a Nigerian film. The story line was quite good and didn't take itself too seriously which made it a fun watch, the colours and clothes were wow! The cinematography was incredible, the actors and actresses did a good job especially Seyi, Big Chi and Somkele, Vector surprisingly was good too. I thought the end was just ok even though it was a happy end with the uche jombo and Uncle Tunde, i felt it could have been stronger. I feel this film raised the bar for the Nigerian film industry and i feel it would surely attract an international audience and portray Nigeria in a different light where it isn't always poverty and 3rd world quantifications we see. Good job to Biola Alabi, the cast and team",10,
"Refreshing, New, Love Story!!This is one of the best love. funny, well acted stories I have seen for a while! I love the beautiful black actors, and enjoyed that it is just as good as the typical ""Hollywood"" made movies!! Also, not a lot of sex, and language to make it good!! Its so nice to see fresh new faces in our culture, that are so talented! I will definitely be looking for these actors and other movies from Nigeria! Also I'll tell others to boost the ratings! Please keep making these movies!",10,
"Loved it

It was funny and good acting. Very nice romantic comedy! It nice to see African movies and actors",10,
